SERIALNO,PWGTP,age,gender,marriage_status,income
1221799,55,59,Female,Married,60000.0
1221799,97,63,Male,Married,62000.0
1223181,92,49,Female,Married,0.0
1223181,48,55,Male,Married,113000.0
1223586,143,32,Male,Married,86000.0
1223586,143,29,Female,Married,36600.0
1223652,17,65,Female,Married,3500.0
1223652,15,63,Male,Married,7300.0
1223814,47,64,Female,Married,5000.0
1223814,53,56,Male,Married,10000.0
1224162,147,34,Male,Married,90000.0
1224162,162,30,Female,Married,90000.0
1224162,132,2,Male,Never married or under 15 years old,
1224162,131,0,Male,Never married or under 15 years old,
1224177,286,49,Female,Divorced,0.0
1224177,240,16,Male,Never married or under 15 years old,0.0
1224177,243,14,Male,Never married or under 15 years old,
1224388,48,24,Male,Never married or under 15 years old,40000.0
1224891,79,73,Male,Married,0.0
1224891,59,73,Female,Married,0.0
1224985,25,50,Female,Never married or under 15 years old,0.0
1224985,42,22,Female,Never married or under 15 years old,0.0
1224985,26,16,Female,Never married or under 15 years old,0.0
1224985,41,14,Female,Never married or under 15 years old,
1224985,22,4,Female,Never married or under 15 years old,
1224985,22,0,Female,Never married or under 15 years old,
1227449,80,49,Male,Married,50000.0
1227449,70,39,Female,Married,0.0
1227449,59,13,Male,Never married or under 15 years old,
1228198,29,56,Female,Divorced,56000.0
1228198,21,38,Male,Never married or under 15 years old,32000.0
1228511,34,26,Male,Never married or under 15 years old,20000.0
1228511,39,22,Female,Never married or under 15 years old,8400.0
1229286,150,31,Male,Divorced,30000.0
1230345,90,24,Female,Never married or under 15 years old,33000.0
1230693,66,47,Male,Married,0.0
1230693,39,51,Female,Married,0.0
1230988,22,57,Male,Married,0.0
1230988,39,59,Female,Married,48000.0
1231015,11,26,Female,Married,48000.0
1231015,9,26,Male,Married,61000.0
1231015,14,2,Male,Never married or under 15 years old,
1231015,12,0,Female,Never married or under 15 years old,
1231207,84,67,Male,Divorced,0.0
1232014,208,50,Male,Married,84000.0
1232014,250,53,Female,Married,0.0
1233180,12,87,Female,Married,0.0
1233180,23,78,Male,Married,0.0
1234884,26,61,Male,Divorced,0.0
1236522,56,52,Female,Married,48000.0
1236522,45,52,Male,Married,80000.0
1236522,81,22,Female,Never married or under 15 years old,5000.0
1238266,37,71,Male,Married,0.0
1238266,30,67,Female,Married,0.0
1238418,80,37,Female,Married,25000.0
1238418,78,39,Male,Married,80000.0
1238418,78,14,Male,Never married or under 15 years old,
1238789,280,65,Female,Never married or under 15 years old,0.0
1239760,137,24,Male,Married,23800.0
1239760,248,23,Female,Married,10800.0
1239760,156,0,Male,Never married or under 15 years old,
1240506,76,41,Female,Never married or under 15 years old,3600.0
1240506,95,8,Male,Never married or under 15 years old,
1240891,147,19,Male,Never married or under 15 years old,0.0
1241598,102,27,Male,Never married or under 15 years old,0.0
1242358,82,51,Male,Married,123000.0
1242358,67,51,Female,Married,16000.0
1242755,134,54,Female,Married,18000.0
1242755,142,55,Male,Married,97000.0
1243123,137,63,Male,Married,0.0
1243123,321,61,Female,Married,7000.0
1243947,65,65,Male,Divorced,70000.0
1244626,26,57,Female,Married,5200.0
1244626,30,65,Male,Married,0.0
1244792,41,85,Male,Widowed,0.0
1244851,72,44,Female,Married,54000.0
1244851,68,48,Male,Married,100000.0
1244851,80,14,Male,Never married or under 15 years old,
1244851,79,11,Male,Never married or under 15 years old,
1244851,79,8,Male,Never married or under 15 years old,
1244894,109,42,Male,Never married or under 15 years old,50000.0
1245401,148,84,Male,Married,0.0
1245401,209,70,Female,Married,0.0
1245401,251,24,Male,Never married or under 15 years old,27800.0
1246629,39,77,Female,Widowed,0.0
1246908,77,73,Female,Divorced,0.0
1248045,153,41,Female,Married,45000.0
1248045,193,44,Male,Married,135000.0
1248045,197,19,Male,Never married or under 15 years old,9000.0
1248045,169,16,Male,Never married or under 15 years old,3000.0
1248045,338,29,Male,Divorced,50000.0
1249587,38,30,Female,Never married or under 15 years old,0.0
1250106,69,36,Female,Married,0.0
1250106,84,35,Male,Married,48000.0
1250106,77,7,Male,Never married or under 15 years old,
1250106,76,5,Male,Never married or under 15 years old,
1250106,57,3,Male,Never married or under 15 years old,
1250122,95,66,Female,Married,8000.0
1250122,71,76,Male,Married,0.0
1250309,104,42,Female,Never married or under 15 years old,30000.0
1250309,163,23,Male,Never married or under 15 years old,15000.0
1250309,202,27,Male,Married,16000.0
1250309,175,23,Female,Never married or under 15 years old,0.0
1250309,154,1,Male,Never married or under 15 years old,
1250309,202,27,Male,Never married or under 15 years old,30000.0
1250890,83,44,Female,Married,61000.0
1250890,84,44,Male,Married,27000.0
1250890,58,20,Female,Never married or under 15 years old,15000.0
1250890,68,6,Male,Never married or under 15 years old,
1250890,83,4,Female,Never married or under 15 years old,
1253189,442,46,Female,Married,0.0
1253189,399,50,Male,Married,0.0
1253189,283,11,Female,Never married or under 15 years old,
1253189,282,9,Female,Never married or under 15 years old,
1253755,88,29,Female,Married,0.0
1253755,81,32,Male,Married,56000.0
1253755,121,4,Male,Never married or under 15 years old,
1253755,121,0,Male,Never married or under 15 years old,
1254156,37,34,Male,Married,167000.0
1254156,41,32,Female,Married,120000.0
1254156,52,7,Female,Never married or under 15 years old,
1254156,45,4,Female,Never married or under 15 years old,
1254156,54,1,Male,Never married or under 15 years old,
1254637,108,67,Male,Married,15000.0
1254637,151,67,Female,Married,0.0
1255348,93,86,Female,Widowed,0.0
1256035,65,19,Female,Never married or under 15 years old,2400.0
1256398,68,20,Male,Never married or under 15 years old,16000.0
1256398,63,20,Male,Never married or under 15 years old,7200.0
1256398,46,18,Male,Never married or under 15 years old,30000.0
1256398,45,17,Male,Never married or under 15 years old,0.0
1256414,62,50,Male,Separated,30000.0
1256414,82,2,Female,Never married or under 15 years old,
1256414,61,41,Female,Widowed,1000.0
1256414,45,11,Female,Never married or under 15 years old,
1258341,70,75,Female,Married,0.0
1258341,50,76,Male,Married,0.0
1258680,80,80,Male,Married,4500.0
1258680,87,80,Female,Married,0.0
1258731,39,65,Male,Married,0.0
1258731,37,64,Female,Married,0.0
1258735,105,40,Female,Divorced,70000.0
1258735,272,33,Male,Never married or under 15 years old,68000.0
1259163,42,73,Male,Married,27000.0
1259163,43,72,Female,Married,0.0
1259289,56,83,Female,Widowed,0.0
1259347,22,79,Female,Widowed,0.0
1260144,96,50,Male,Married,82000.0
1260144,81,49,Female,Married,24000.0
1260144,240,30,Female,Never married or under 15 years old,35000.0
1260144,120,70,Male,Married,0.0
1260144,138,67,Female,Married,0.0
1260473,35,69,Female,Widowed,0.0
1260589,41,43,Female,Married,5700.0
1260589,41,71,Male,Married,31500.0
1261731,108,48,Male,Never married or under 15 years old,60000.0
1262022,18,83,Male,Married,0.0
1262022,21,79,Female,Married,0.0
1262305,107,50,Female,Divorced,26000.0
1262411,56,60,Male,Married,0.0
1262411,34,52,Female,Married,28600.0
1262411,164,20,Female,Never married or under 15 years old,2800.0
1263524,76,30,Male,Never married or under 15 years old,14400.0
1263524,136,27,Male,Never married or under 15 years old,19000.0
1263968,257,74,Male,Widowed,0.0
1264507,69,77,Female,Married,0.0
1264507,120,84,Male,Married,0.0
1264846,20,35,Male,Married,12000.0
1264846,18,45,Female,Married,0.0
1265213,12,48,Male,Married,49000.0
1265213,15,47,Female,Married,18000.0
1265321,13,89,Male,Married,0.0
1265446,52,39,Male,Divorced,30000.0
1265446,177,12,Male,Never married or under 15 years old,
1265446,178,10,Male,Never married or under 15 years old,
1265736,25,30,Female,Never married or under 15 years old,0.0
1265797,18,63,Female,Divorced,22800.0
1266968,34,34,Female,Married,4300.0
1266968,15,50,Male,Married,425000.0
1266968,22,10,Female,Never married or under 15 years old,
1266968,26,8,Male,Never married or under 15 years old,
1267288,39,42,Female,Divorced,28000.0
1267288,40,11,Male,Never married or under 15 years old,
1267288,42,5,Male,Never married or under 15 years old,
1267288,85,38,Male,Divorced,85000.0
1267491,6,67,Female,Divorced,0.0
1267739,71,63,Male,Married,0.0
1267739,69,59,Female,Married,71000.0
1268284,157,80,Female,Widowed,0.0
1268533,94,42,Female,Never married or under 15 years old,0.0
1268725,119,59,Male,Divorced,0.0
1268725,252,53,Female,Divorced,28000.0
1268863,242,43,Male,Divorced,25000.0
1268863,153,16,Female,Never married or under 15 years old,0.0
1268863,153,2,Male,Never married or under 15 years old,
1268863,173,25,Female,Never married or under 15 years old,24000.0
1268997,27,20,Female,Never married or under 15 years old,12000.0
1269293,9,76,Female,Married,0.0
1269293,24,81,Male,Married,0.0
1269348,20,26,Female,Married,14400.0
1269348,18,27,Female,Married,14000.0
1269348,21,27,Female,Never married or under 15 years old,8800.0
1269348,41,27,Male,Never married or under 15 years old,30000.0
1269446,153,81,Male,Divorced,0.0
1270451,107,59,Male,Married,0.0
1270451,54,61,Female,Married,21300.0
1271143,97,57,Female,Divorced,88000.0
1272085,28,67,Male,Married,0.0
1272085,37,57,Female,Married,0.0
1272244,133,23,Female,Never married or under 15 years old,45000.0
1272244,211,25,Male,Never married or under 15 years old,38000.0
1273886,101,67,Male,Never married or under 15 years old,0.0
1273886,115,64,Female,Widowed,0.0
1274021,119,36,Male,Never married or under 15 years old,35700.0
1274021,223,26,Female,Never married or under 15 years old,26700.0
1274021,112,6,Female,Never married or under 15 years old,
1274537,54,54,Male,Married,12000.0
1274537,41,37,Female,Married,11600.0
1274537,113,18,Female,Never married or under 15 years old,0.0
1275884,19,54,Female,Married,0.0
1275884,17,54,Male,Married,150000.0
1275884,22,15,Female,Never married or under 15 years old,0.0
1277132,109,21,Male,Never married or under 15 years old,16000.0
1277132,207,21,Male,Never married or under 15 years old,24000.0
1277376,98,62,Female,Married,0.0
1277376,95,63,Male,Married,120000.0
1277468,100,86,Male,Married,0.0
1277468,86,84,Female,Married,0.0
1277909,10,42,Female,Married,18000.0
1277909,27,43,Male,Married,60000.0
1277909,20,16,Male,Never married or under 15 years old,3000.0
1277909,20,13,Male,Never married or under 15 years old,
1277909,20,11,Female,Never married or under 15 years old,
1277909,18,8,Male,Never married or under 15 years old,
1277909,20,5,Male,Never married or under 15 years old,
1277909,18,3,Female,Never married or under 15 years old,
1278098,32,67,Female,Divorced,10500.0
1278889,58,26,Female,Married,14400.0
1278889,102,30,Male,Married,14400.0
1282072,39,44,Female,Married,0.0
1282072,39,52,Male,Married,54000.0
1282072,64,24,Male,Never married or under 15 years old,0.0
1282072,22,15,Male,Never married or under 15 years old,0.0
1282221,98,34,Male,Never married or under 15 years old,56000.0
1282221,66,35,Female,Never married or under 15 years old,28400.0
1282251,25,74,Male,Divorced,0.0
1282478,178,54,Male,Married,28000.0
1282478,196,52,Female,Married,17000.0
1282478,261,13,Female,Never married or under 15 years old,
1282478,288,20,Female,Never married or under 15 years old,0.0
1284106,302,29,Female,Married,48000.0
1284106,121,31,Male,Married,26400.0
1284106,599,3,Female,Never married or under 15 years old,
1284966,179,62,Male,Married,150000.0
1284966,151,59,Female,Married,46800.0
1285154,121,61,Female,Married,80000.0
1285154,140,53,Male,Married,84000.0
1285154,183,20,Male,Never married or under 15 years old,10000.0
1285154,129,19,Male,Never married or under 15 years old,5000.0
1285831,81,27,Female,Never married or under 15 years old,38500.0
1285831,60,29,Male,Never married or under 15 years old,30000.0
1286653,46,78,Male,Married,0.0
1286653,61,72,Female,Married,0.0
1286714,51,32,Female,Married,4000.0
1286714,45,28,Male,Married,75000.0
1286714,40,2,Male,Never married or under 15 years old,
1286714,37,0,Female,Never married or under 15 years old,
1286873,43,74,Female,Widowed,0.0
1288995,138,50,Male,Married,46000.0
1288995,176,52,Female,Married,2500.0
1288995,205,20,Male,Never married or under 15 years old,0.0
1290033,93,71,Female,Never married or under 15 years old,0.0
1290059,77,53,Female,Married,1700.0
1290059,144,53,Male,Married,190000.0
1290059,160,21,Male,Never married or under 15 years old,1200.0
1290059,90,15,Male,Never married or under 15 years old,0.0
1290075,79,56,Male,Married,0.0
1290075,89,53,Female,Married,40000.0
1291187,83,31,Male,Married,13000.0
1291187,85,39,Female,Married,11600.0
1291381,117,86,Male,Married,0.0
1291381,350,56,Female,Married,18000.0
1291381,283,56,Male,Married,0.0
1291526,47,28,Female,Never married or under 15 years old,25000.0
1292264,108,46,Male,Married,35000.0
1292264,117,38,Female,Married,25000.0
1292264,58,14,Female,Never married or under 15 years old,
1292264,58,12,Female,Never married or under 15 years old,
1292525,44,47,Female,Divorced,46000.0
1292766,81,36,Female,Never married or under 15 years old,100000.0
1293498,492,29,Male,Never married or under 15 years old,75000.0
1293498,339,7,Female,Never married or under 15 years old,
1293498,339,5,Female,Never married or under 15 years old,
1294479,116,75,Female,Divorced,0.0
1294701,65,59,Male,Divorced,55000.0
1294701,139,51,Female,Divorced,0.0
1294875,47,44,Male,Divorced,45000.0
1294925,75,44,Male,Never married or under 15 years old,26000.0
1296622,63,30,Female,Married,25000.0
1296622,105,29,Male,Married,35000.0
1296622,68,8,Male,Never married or under 15 years old,
1296622,104,4,Male,Never married or under 15 years old,
1296622,116,0,Female,Never married or under 15 years old,
1297856,46,35,Female,Married,0.0
1297856,53,38,Male,Married,199000.0
1297856,45,13,Female,Never married or under 15 years old,
1297856,49,6,Male,Never married or under 15 years old,
1297916,65,44,Female,Married,70000.0
1297916,83,52,Male,Married,70000.0
1297916,74,13,Male,Never married or under 15 years old,
1297916,72,10,Male,Never married or under 15 years old,
1298361,80,41,Female,Separated,35000.0
1298361,85,12,Male,Never married or under 15 years old,
1298361,85,9,Male,Never married or under 15 years old,
1299447,32,62,Male,Married,0.0
1299447,16,57,Female,Married,0.0
1299486,149,43,Male,Divorced,0.0
1299486,143,11,Female,Never married or under 15 years old,
1299486,164,6,Male,Never married or under 15 years old,
1299877,64,67,Male,Married,30000.0
1299877,69,58,Female,Married,90000.0
1299877,118,35,Male,Never married or under 15 years old,19000.0
1300430,108,66,Male,Married,0.0
1300430,125,63,Female,Married,18500.0
1300686,10,60,Female,Married,15600.0
1300994,129,54,Female,Married,36000.0
1300994,106,54,Male,Married,0.0
1301339,43,49,Female,Married,23000.0
1301339,25,55,Male,Married,0.0
1301508,139,80,Female,Widowed,0.0
1301893,64,74,Male,Widowed,0.0
1302023,81,52,Female,Married,0.0
1302023,68,53,Male,Married,60000.0
1302033,125,66,Male,Married,0.0
1302033,142,56,Female,Married,19000.0
1302033,152,19,Male,Never married or under 15 years old,0.0
1302033,46,17,Male,Never married or under 15 years old,0.0
1302033,47,15,Male,Never married or under 15 years old,0.0
1302033,96,14,Male,Never married or under 15 years old,
1302420,102,36,Female,Married,45000.0
1302420,155,35,Male,Married,90000.0
1302420,113,9,Male,Never married or under 15 years old,
1302420,117,6,Female,Never married or under 15 years old,
1302420,278,56,Female,Divorced,120000.0
1302596,81,86,Female,Widowed,0.0
1302789,88,39,Female,Divorced,24000.0
1302789,72,30,Male,Never married or under 15 years old,300.0
1302813,96,40,Male,Divorced,85000.0
1303491,138,66,Male,Married,0.0
1303491,103,65,Female,Married,4100.0
1305223,96,78,Male,Widowed,0.0
1305387,57,29,Female,Divorced,0.0
1306707,168,29,Female,Divorced,0.0
1307575,104,30,Male,Never married or under 15 years old,31200.0
1307934,25,63,Male,Married,75000.0
1307934,13,61,Female,Married,0.0
1307934,59,30,Male,Divorced,300.0
1307934,26,9,Male,Never married or under 15 years old,
1307934,30,9,Female,Never married or under 15 years old,
1310481,25,51,Female,Married,19800.0
1310481,25,16,Female,Never married or under 15 years old,0.0
1310481,24,15,Male,Never married or under 15 years old,0.0
1310481,22,16,Male,Never married or under 15 years old,300.0
1311417,108,77,Male,Married,1100.0
1311417,95,71,Female,Married,14000.0
1312632,71,70,Female,Widowed,18000.0
1312906,40,33,Female,Married,8200.0
1312906,93,37,Male,Married,55000.0
1312906,71,3,Female,Never married or under 15 years old,
1312906,51,15,Female,Never married or under 15 years old,0.0
1312906,56,11,Female,Never married or under 15 years old,
1312906,81,7,Male,Never married or under 15 years old,
1314123,465,34,Female,Never married or under 15 years old,105000.0
1314123,503,5,Female,Never married or under 15 years old,
1314252,138,21,Male,Never married or under 15 years old,3500.0
1314252,137,23,Male,Never married or under 15 years old,20000.0
1314913,77,54,Male,Married,100000.0
1314913,74,53,Female,Married,0.0
1315030,98,42,Male,Never married or under 15 years old,115000.0
1315030,86,60,Female,Divorced,6200.0
1315537,151,69,Male,Never married or under 15 years old,0.0
1315897,77,81,Female,Never married or under 15 years old,0.0
1316150,72,59,Female,Never married or under 15 years old,0.0
1317035,64,36,Female,Married,33000.0
1317035,75,37,Male,Married,100000.0
1317035,77,20,Male,Never married or under 15 years old,15000.0
1317035,75,18,Female,Never married or under 15 years old,0.0
1317035,65,13,Female,Never married or under 15 years old,
1317035,66,12,Female,Never married or under 15 years old,
1317458,84,53,Female,Divorced,23000.0
1317886,51,55,Male,Divorced,63000.0
1317932,66,35,Female,Married,0.0
1317932,82,35,Male,Married,40500.0
1317932,80,15,Female,Never married or under 15 years old,0.0
1317932,78,10,Female,Never married or under 15 years old,
1317976,18,45,Male,Married,42000.0
1317976,18,44,Female,Married,21600.0
1317976,11,13,Female,Never married or under 15 years old,
1317976,17,20,Male,Never married or under 15 years old,3100.0
1318571,80,65,Female,Married,0.0
1318571,80,65,Male,Married,40000.0
1318771,28,87,Female,Widowed,0.0
1320633,58,44,Male,Married,25000.0
1320633,48,40,Female,Married,17900.0
1320633,50,17,Male,Never married or under 15 years old,3300.0
1320633,50,15,Male,Never married or under 15 years old,0.0
1320633,51,12,Female,Never married or under 15 years old,
1320633,52,9,Female,Never married or under 15 years old,
1320633,51,7,Female,Never married or under 15 years old,
1320654,90,53,Female,Married,0.0
1320654,80,59,Male,Married,55000.0
1320654,80,35,Female,Never married or under 15 years old,0.0
1321703,47,78,Male,Married,1500.0
1321703,52,70,Female,Married,0.0
1321703,84,34,Female,Married,0.0
1324016,125,60,Male,Married,47000.0
1324016,151,57,Female,Married,47000.0
1324272,42,47,Female,Married,13000.0
1324272,27,46,Male,Married,65000.0
1324272,84,18,Male,Never married or under 15 years old,3600.0
1324272,66,15,Female,Never married or under 15 years old,0.0
1324600,47,70,Male,Married,0.0
1324600,55,63,Female,Married,42000.0
1324736,105,49,Male,Married,71000.0
1324736,63,48,Female,Married,65000.0
1324736,91,17,Female,Never married or under 15 years old,0.0
1324736,77,15,Male,Never married or under 15 years old,0.0
1325603,160,50,Male,Married,70000.0
1325603,70,52,Female,Married,35000.0
1326008,96,47,Female,Divorced,12400.0
1326051,98,65,Male,Married,0.0
1326051,137,65,Female,Married,0.0
1327307,69,63,Female,Married,0.0
1327307,98,62,Male,Married,35000.0
1327801,124,64,Male,Never married or under 15 years old,55000.0
1328037,15,57,Female,Divorced,0.0
1328333,57,31,Male,Married,126000.0
1328333,62,28,Female,Married,20000.0
1329476,106,26,Male,Never married or under 15 years old,70000.0
1329476,155,5,Female,Never married or under 15 years old,
1329476,60,3,Female,Never married or under 15 years old,
1329476,119,23,Female,Never married or under 15 years old,27000.0
1330263,43,81,Female,Widowed,0.0
1330505,35,76,Female,Married,0.0
1330505,42,75,Male,Married,0.0
1331153,83,18,Female,Never married or under 15 years old,0.0
1332053,113,79,Female,Widowed,0.0
1333114,58,57,Female,Married,30300.0
1333114,56,63,Male,Married,0.0
1333309,65,55,Female,Divorced,12000.0
1334437,480,45,Male,Married,50000.0
1334437,393,39,Female,Married,1400.0
1334437,437,7,Male,Never married or under 15 years old,
1334437,437,10,Male,Never married or under 15 years old,
1335184,187,31,Male,Married,40000.0
1335184,152,26,Female,Married,32000.0
1335184,259,4,Female,Never married or under 15 years old,
1335184,154,6,Male,Never married or under 15 years old,
1337798,155,42,Female,Married,0.0
1337798,187,44,Male,Married,74000.0
1337798,273,16,Female,Never married or under 15 years old,0.0
1337926,55,30,Female,Married,48000.0
1337926,49,34,Male,Married,30000.0
1337926,60,3,Female,Never married or under 15 years old,
1337926,60,0,Female,Never married or under 15 years old,
1338226,142,39,Female,Married,24000.0
1338226,138,39,Male,Married,110000.0
1338226,148,17,Female,Never married or under 15 years old,4200.0
1338226,126,16,Male,Never married or under 15 years old,3800.0
1338861,10,21,Male,Never married or under 15 years old,40000.0
1339527,43,62,Male,Never married or under 15 years old,0.0
1339594,126,56,Male,Married,100000.0
1339594,93,47,Female,Married,0.0
1341609,50,80,Male,Married,0.0
1341609,69,80,Female,Married,0.0
1342511,157,38,Male,Married,94000.0
1342511,127,31,Female,Married,0.0
1342511,169,4,Male,Never married or under 15 years old,
1342552,22,34,Male,Married,90000.0
1342552,27,29,Female,Married,13000.0
1342552,41,3,Female,Never married or under 15 years old,
1342552,57,11,Male,Never married or under 15 years old,
1342552,57,9,Male,Never married or under 15 years old,
1343025,59,85,Female,Widowed,0.0
1344940,24,45,Male,Married,187000.0
1344940,23,47,Female,Married,0.0
1344940,35,15,Female,Never married or under 15 years old,0.0
1344940,34,13,Male,Never married or under 15 years old,
1344940,30,9,Female,Never married or under 15 years old,
1345110,80,70,Male,Married,0.0
1345110,114,70,Female,Married,0.0
1348337,32,37,Female,Divorced,86000.0
1348337,24,13,Female,Never married or under 15 years old,
1349896,98,26,Female,Never married or under 15 years old,47000.0
1349936,109,27,Female,Never married or under 15 years old,32000.0
1350911,69,66,Female,Divorced,0.0
1351457,25,66,Female,Divorced,0.0
1351861,65,61,Male,Married,80000.0
1351861,80,64,Female,Married,0.0
1352965,80,80,Male,Married,0.0
1352965,110,80,Female,Married,0.0
1353127,28,36,Female,Separated,40000.0
1353127,35,15,Female,Never married or under 15 years old,0.0
1353950,12,60,Male,Married,50000.0
1353950,13,58,Female,Married,3800.0
1354107,261,53,Female,Married,5000.0
1354107,108,57,Male,Married,85000.0
1354261,59,36,Female,Married,34800.0
1354261,46,38,Male,Married,90000.0
1354261,42,7,Female,Never married or under 15 years old,
1354783,40,45,Female,Married,60000.0
1354783,63,46,Male,Married,64000.0
1354783,83,21,Female,Divorced,5000.0
1354783,62,19,Male,Never married or under 15 years old,20000.0
1354915,108,44,Female,Married,500.0
1354915,102,29,Male,Married,90000.0
1354915,75,8,Female,Never married or under 15 years old,
1354915,108,3,Male,Never married or under 15 years old,
1355304,29,66,Female,Divorced,15000.0
1357372,61,56,Female,Married,0.0
1357372,53,57,Male,Married,0.0
1358307,26,53,Female,Married,36300.0
1358307,43,59,Male,Married,38800.0
1358433,42,54,Male,Married,115000.0
1358433,19,52,Female,Married,4500.0
1359371,260,61,Female,Married,173000.0
1359371,489,61,Male,Married,60000.0
1359441,34,46,Male,Married,80000.0
1359441,42,35,Female,Married,145000.0
1359441,58,15,Male,Never married or under 15 years old,0.0
1359441,45,13,Female,Never married or under 15 years old,
1359441,49,7,Male,Never married or under 15 years old,
1359943,49,40,Male,Divorced,13000.0
1360000,60,28,Female,Married,29900.0
1360000,42,38,Male,Married,30200.0
1360000,40,0,Male,Never married or under 15 years old,
1360106,30,93,Female,Widowed,0.0
1360736,84,52,Female,Married,27000.0
1360736,84,51,Male,Married,70000.0
1361392,40,19,Male,Never married or under 15 years old,6000.0
1363683,125,34,Male,Married,48000.0
1363683,96,33,Female,Married,0.0
1363683,93,10,Male,Never married or under 15 years old,
1363683,92,7,Male,Never married or under 15 years old,
1363683,87,2,Female,Never married or under 15 years old,
1364908,71,53,Female,Never married or under 15 years old,45000.0
1364908,124,57,Male,Never married or under 15 years old,0.0
1365260,88,38,Male,Married,96000.0
1365260,59,38,Female,Married,36000.0
1365260,69,13,Male,Never married or under 15 years old,
1365260,69,11,Male,Never married or under 15 years old,
1366218,126,70,Male,Married,0.0
1366218,95,70,Female,Married,0.0
1366289,84,66,Male,Married,0.0
1366289,110,71,Female,Married,0.0
1366297,82,56,Female,Divorced,0.0
1366334,74,33,Male,Married,31700.0
1366334,79,28,Female,Married,6300.0
1366334,91,1,Female,Never married or under 15 years old,
1366375,44,46,Male,Married,0.0
1366375,50,37,Female,Married,0.0
1366375,50,7,Male,Never married or under 15 years old,
1366375,50,5,Male,Never married or under 15 years old,
1366375,84,4,Female,Never married or under 15 years old,
1366375,70,2,Male,Never married or under 15 years old,
1367095,111,46,Male,Married,425000.0
1367198,50,89,Female,Widowed,0.0
1367586,99,67,Male,Married,0.0
1367586,173,54,Female,Married,5000.0
1367586,158,81,Female,Widowed,0.0
1368191,110,20,Female,Never married or under 15 years old,0.0
1368569,127,79,Female,Widowed,0.0
1368821,244,55,Male,Married,52000.0
1368821,256,55,Female,Married,8600.0
1368821,322,25,Male,Never married or under 15 years old,18200.0
1368821,236,15,Female,Never married or under 15 years old,0.0
1368868,111,47,Male,Married,90000.0
1368868,110,34,Female,Married,80000.0
1368868,213,3,Female,Never married or under 15 years old,
1368868,213,0,Male,Never married or under 15 years old,
1369670,94,53,Male,Married,85000.0
1369670,105,51,Female,Married,16600.0
1370049,567,40,Male,Married,40000.0
1370215,81,68,Male,Married,72000.0
1370215,87,62,Female,Married,65000.0
1370215,192,36,Male,Divorced,20000.0
1370215,102,12,Male,Never married or under 15 years old,
1370346,196,18,Female,Never married or under 15 years old,2200.0
1370346,26,19,Male,Never married or under 15 years old,0.0
1370346,151,39,Female,Never married or under 15 years old,19400.0
1370409,97,60,Male,Never married or under 15 years old,0.0
1370964,15,63,Male,Married,0.0
1370964,26,62,Female,Married,30000.0
1371494,115,43,Female,Married,0.0
1371494,139,43,Male,Married,425000.0
1371494,206,17,Female,Never married or under 15 years old,270.0
1371494,112,13,Male,Never married or under 15 years old,
1371494,143,8,Female,Never married or under 15 years old,
1371851,119,42,Female,Married,20000.0
1371851,101,45,Male,Married,60000.0
1371851,130,16,Male,Never married or under 15 years old,0.0
1371851,160,14,Male,Never married or under 15 years old,
1371851,99,7,Female,Never married or under 15 years old,
1372295,146,63,Female,Divorced,8300.0
1372351,112,53,Female,Divorced,41000.0
1372795,106,21,Male,Never married or under 15 years old,13700.0
1372795,170,20,Male,Never married or under 15 years old,31200.0
1375924,105,73,Female,Divorced,9600.0
1375924,226,39,Female,Divorced,8000.0
1375964,76,60,Female,Never married or under 15 years old,0.0
1376282,9,48,Male,Married,57000.0
1376282,5,49,Female,Married,0.0
1376406,47,61,Male,Married,6800.0
1376406,50,59,Female,Married,0.0
1377582,70,30,Male,Married,425000.0
1377582,53,31,Female,Married,14000.0
1377582,56,7,Male,Never married or under 15 years old,
1377582,57,5,Male,Never married or under 15 years old,
1378236,50,17,Male,Never married or under 15 years old,1000.0
1378236,47,24,Female,Married,2000.0
1378236,74,24,Male,Married,17500.0
1378236,72,5,Male,Never married or under 15 years old,
1378236,88,3,Male,Never married or under 15 years old,
1378236,87,1,Male,Never married or under 15 years old,
1378680,180,78,Female,Divorced,0.0
1378853,47,51,Male,Married,48300.0
1378853,61,39,Female,Married,5000.0
1378853,47,11,Female,Never married or under 15 years old,
1378853,47,9,Female,Never married or under 15 years old,
1378853,61,15,Female,Never married or under 15 years old,0.0
1379137,26,30,Female,Married,34000.0
1379137,32,35,Male,Married,0.0
1379137,36,5,Female,Never married or under 15 years old,
1379137,35,2,Male,Never married or under 15 years old,
1379296,68,73,Female,Widowed,1500.0
1379918,172,53,Male,Married,45000.0
1379918,165,47,Female,Married,11000.0
1379918,315,13,Male,Never married or under 15 years old,
1380045,62,21,Female,Never married or under 15 years old,55000.0
1380045,61,4,Female,Never married or under 15 years old,
1380093,22,56,Female,Married,35500.0
1380093,33,59,Male,Married,62000.0
1380617,13,76,Male,Divorced,0.0
1381285,65,57,Male,Married,41000.0
1381285,39,52,Female,Married,94000.0
1381680,10,51,Male,Married,54000.0
1381680,10,50,Female,Married,2500.0
1381763,329,56,Male,Married,60000.0
1381763,362,54,Female,Married,35700.0
1381843,45,23,Male,Never married or under 15 years old,6000.0
1381843,32,24,Female,Never married or under 15 years old,11000.0
1382062,112,44,Male,Divorced,65000.0
1382062,118,11,Female,Never married or under 15 years old,
1382062,76,42,Female,Divorced,36000.0
